name	id	cuisine	ingredients	type_of_dish1	recipes
Mujaddara	/m/0826z7	Armenian,Lebanese			
Soy ice cream	/m/0hmvxxv		Sugar,Soy milk	Non-diary frozen dessert,Dessert	
Horumonyaki	/m/0ct715	Japanese Cuisine			
Bread pudding	/m/0cl1s				
Agutuk, meat-caribou (Alaskan ice cream)	/m/0cy6lq6	Native Alaska Cuisine,Native American cuisine			
Yukhoe	/m/0dz0r1	Korean			
Tostada	/m/0m4wc	Mexican			
Soup alla Modanese	/m/0720d	Italian			
Spare ribs	/m/0g4q3r				
Tonkatsu	/m/0f99t	Japanese Cuisine			
Mentaiko	/m/08g6gy	Japanese Cuisine			
Pantysgawn	/m/09fb8t	Welsh cuisine			
Ggakdugi	/m/03cspb9	Korean			
Chả giò	/m/04fzqn3	Vietnamese	Jícama,Pork,Rice paper,Carrot		
Bánh mì	/m/03ht_b	Vietnamese		Bread,Sandwich	
Chin chin	/m/03wj7j3				
Valle d'Aosta Lard d'Arnad	/m/047fwsn	Italian			
Gocciole	/m/04cw9j_	Italian			
Baumkuchen	/m/04px3f	German			
Poularde Albufera	/m/04gq_1b	French			
Hainanese Chicken Rice	/m/04dcp6	Chinese,Thai,Malaysian,Singaporean cuisine	Shallot,Scallion,Stock,Garlic,Schmaltz,Sesame oil,Rice,Ginger,Chicken meat	Entrée	
Planter's Punch	/m/04cs9zc		Curaçao liqueur,Pineapple Juice,Angostura bitters,Grenadine,Lime Juice,Dark Rum,Cayenne pepper,Lemon juice,Orange juice,Soda water		
Pagliata	/m/047mntv	Italian			
Jello Shot	/m/03z8zx_				
Fasnachts	/m/054_b9	German			
Kremlin Colonel	/m/05n7n6k		Mint leaf,Sugar,Vodka		
French onion soup	/m/05b72n	French,Bouchon		Soup	
White chocolate	/m/0543qk				
Bia hơi	/m/04jldzm	Vietnamese			
Chimichanga	/m/059jcr	Mexican			
Marzipan	/m/02bh6d	Italian,Spanish Cuisine,German	Almond		
Mince and tatties	/m/02727mv	Scottish cuisine	Ground beef,Potato		
Tajima cattle	/m/02q64zt	Japanese Cuisine			
Calisson	/m/02qct5d				
Bánh	/m/02rt8fd	Vietnamese		Bread	
Fabada Asturiana	/m/02q_fl	Spanish Cuisine			
Spanferkel	/m/03c9q6p	German			
Salmis	/m/02qz0qk	French			
Got fan	/m/02rtjqy	Cuisine of Hong Kong			
Bacardi cocktail	/m/02pr0jg		Grenadine,Lime Juice,Bacardi rum,Lemon juice	Drink,Cocktail	
Isaw	/m/02q302j	Filipino			
Sweet heart cake	/m/02hyp4	Cuisine of Hong Kong			
Caramel Shortbread	/m/0fwd9h	Scottish cuisine		Dessert	
Tripoline	/m/09gbzrf	Italian			
Farina bona	/m/09rt8h8	Italian			
Summer roll	/m/092_h2	Vietnamese			
Satsuma age	/m/0gwfh2	Japanese Cuisine			
Persillade	/m/0gz5c6	French			
Hoi sam	/m/02vkzck	Cuisine of Hong Kong			
Biroldo	/m/02_xnl	Italian			
Lardo	/m/025strv	Italian			
Paan	/m/02c5nq	Indian cuisine			
Wappameshi	/m/028b29w	Japanese Cuisine			
Namul	/m/027xxzv	Korean			
Breakfast roll	/m/0fmt3x			Breakfast	
Dinuguan	/m/0gffqb	Filipino			
Apfelwein	/m/0708gq	German			
Gin Sour	/m/06msh9		Lemon juice,Gin,Sugar		
Prawn cracker	/m/06swbl	Singaporean cuisine,Indonesian,Malaysian			
Shrimp toast	/m/0bll2b				
Tlayuda	/m/0bcrxp	Mexican			
Icing	/m/02qm2x				
Corn on the cob	/m/03bx3wh	Barbecue			
Escargots	/m/02sp32	French			
Caldo de pollo	/m/0280n4x	Mexican			
Zongzi	/m/02cs5j	Chinese			
Pierogi	/m/028ph1	Italian,Polish,Jewish cuisine		Dumpling	
Ma'amoul	/m/0280fsz				
Sweet and sour chicken	/m/03cnxry				
BK XXL	/m/02778gk				
Hendl	/m/03d1mf	German			
Paradise	/m/02pr2yj		Gin,Apricot brandy,Orange juice		
Kuchelain	/m/02vyyx7				
Banana cream pie	/m/05dyln				
Spicy kangkung	/m/04yp6qw	Singaporean cuisine			
Roast chicken	/m/05v68fv		Common sage		Roast Chicken
Dal makhani	/m/02x33x8	Indian cuisine			
Boletus edulis	/m/0277rq	Italian,French			
Brandy Daisy	/m/0282_6c		Cognac,Yellow Chartreuse,Lemon,Brandy		
Naan	/m/027ggc	Indian cuisine	Atta flour		
Chicken Tatsuta	/m/02vn28d	Japanese Cuisine			
Welsh rabbit	/m/01_xp9	Welsh cuisine			
Rapadura	/m/02321k				
Secca de bœuf	/m/0ch8hc	French			
Blood sausage	/m/01fl6z	Spanish Cuisine,French,German,British Cuisine,Scottish cuisine		Sausage	
Pad Thai	/m/0238jq	Thai			
Bratwurst	/m/01gxnj	German,Barbecue		Sausage	
Pincho	/m/02pp8n1	Spanish Cuisine			
Butterscotch	/m/02z0ps				
Liverwurst	/m/029t6m	German		Sausage	
Kakigori	/m/0132x9	Japanese Cuisine			
Pakora	/m/03m283	Indian cuisine			
Mongolian beef	/m/0d33gm				
Matnakash	/m/0dq43l	Armenian			
Gosht	/m/0466rf8	Indian cuisine			
Sponge toffee	/m/04y03v	Scottish cuisine			
Tumpeng	/m/05f787t	Indonesian			
Allemande sauce	/m/04t8n5	French			
My Fair Lady	/m/05n2v0f		Orange juice,Egg white,Gin,Sirop de Fraise,Lemon juice		
Stinger	/m/05n1htk		Brandy,Crème de menthe		
Douhua	/m/056l_g	Cuisine of Hong Kong,Singaporean cuisine			
Transcontinental Condiment Violation	/m/0gd6zgm		Shichimi,Yuzu,Curry Tree,Harissa,Tofu,Soy sauce,Chili oil		Transcontinental Condiment Violation 3
Cuchifritos	/m/0fvld_	Spanish Cuisine			
Tamale	/m/0h6_1	Mexican			
Manchow soup	/m/0d88hh	Indian cuisine			
Wedang Jahe	/m/0cz9tfk				Wedang Jahe
Pissaladière	/m/0dkg2h	French			
Bavarian cream	/m/0cjhhh	German			
Stip	/m/0crjjlc				
Biscuit Tortoni	/m/0b2_6l	Italian			
Ciambella	/m/09gpkl7	Italian			
Grit	/m/06w5drp				
Clotted cream	/m/01pmk3	British Cuisine			
Degustation	/m/085l9t	French			
Bourbon ball	/m/084n_5				
Chinese sausage	/m/07yv70	Cuisine of Hong Kong			
Ghoust	/m/07w4h4	Indian cuisine			
Peanut sauce	/m/0b_ykq	Filipino			
Shizuoka oden	/m/09ytkn	Japanese Cuisine			
Bacon and egg pie	/m/0bf_g3		Flour,Egg,Shortening,Bacon	Pie	
Socca	/m/06tz9b	French			
Hyeonmi cha	/m/02z8559	Korean			
Oncom	/m/025wq_z	Sundanese cuisine			
Quesadilla	/m/02g3bz	Mexican	Tortilla,Cheese		
Karashi	/m/026p0z7	Japanese Cuisine			
Amazake	/m/02f0v5	Japanese Cuisine			
Roulade	/m/027lzd1	Italian,French			
Khatkhate	/m/0266p36	Indian cuisine			
Crempog	/m/058bjv	Welsh cuisine			
Jagdwurst	/m/04pg70	German	Pork,Pork belly,Beef	Sausage	
Cochinita pibil	/m/062qd6	Mexican	Pork		
Manhattan	/m/057wy		Rye whiskey,Angostura bitters,Sweet Vermouth,Maraschino cherry,Sweet Red Vermouth	Cocktail	
Man O'War	/m/05n7_bj		Curaçao liqueur,Sweet Vermouth,Lemon juice,Bourbon whiskey		
Welsh cake	/m/058bdz	Welsh cuisine			
Pasta Pomodoro	/m/04qsz7	Italian			
Char kway teow	/m/04d8s2	Singaporean cuisine			
Soto Babat	/m/0gwrlm1	Indonesian	Tripe,Lime Leaf,Bay leaf	Soup	Soto Babat
Ebi Chili	/m/0gwfvz	Japanese Cuisine			
Edamame	/m/02wv6b8	Japanese Cuisine			
Dabbawala	/m/033ns9	Indian cuisine			
Sevan khramulya	/m/027c2bp	Armenian			
Bhat	/m/02z7pvc	Indian cuisine			
Saketini	/m/027rz9q		Gin,Sake		
Full breakfast	/m/02qhwc4	British Cuisine			
Americano	/m/0271vjb		Coffee	Drink	
Brasserie	/m/025rvlt	French			
Tart	/m/02zvsm	French			
Cheoreg	/m/02823wq	Armenian,Turkish			
Ogokbap	/m/0c41ngr				
Tattie scone	/m/07h876	Scottish cuisine			
Sagra	/m/06lcdr	Italian			
Lumpia	/m/06w6jx	Filipino,Indonesian		Pastry	
Faworki	/m/06gd3r	Polish			
Chiacchiere	/m/09gl2yn	Italian			
Taho	/m/09q0x0	Filipino			
Natong	/m/06whg9	Filipino			
Arroz negro	/m/06jsyl	Spanish Cuisine	Cephalopod ink,Rice		
Sweet potato pie	/m/0fppz4		Sweet potato		
Chai tow kway	/m/06hxsx	Singaporean cuisine			
Caramel corn	/m/074b86				
Sha Cha beef	/m/07b5_z				
Chicken Madras	/m/06gjm5	Indian cuisine			
Bagnun	/m/07kj1cf	Italian			
Banoffee pie	/m/075qs7	British Cuisine			
Wonton Soup	/m/0b7b3hl	Asian		Soup	
Com tam	/m/0clct8	Vietnamese	Rice		
Hello Panda	/m/03jd48	Japanese Cuisine			
Molagoottal	/m/03hnqn7	Indian cuisine			
Bruccellati	/m/04cvmgd	Italian			
Doner kebab	/m/03k_qs	Turkish			
Marinara Sauce	/m/0413ml2	Italian			
Mojito	/m/057yl		White Rum,Sugar,Mint,Lime,Carbonated water	Drink,Cocktail	
Madras	/m/05n7n9s		Cranberry juice,Orange juice,Vodka		
Godfather	/m/05n7z91		Amaretto,Scotch whisky		
Boudin	/m/056z5l	French			
Malaga	/m/04wdff	Jewish cuisine			
Babka	/m/057r8t	Polish,Jewish cuisine		Pastry	
Meat glaze	/m/04gkcjv	French			
Black bun	/m/03m5y1f	Scottish cuisine			
Rollmops	/m/03stqz	Scottish cuisine,German			
Mimosa	/m/04gs17		Orange juice,Champagne	Drink,Cocktail	
Old Etonian	/m/04gqwfn		Lillet,Orange bitters,Creme de Noyaux,Gin		
Nunt	/m/056y64	Jewish cuisine			
Hi-Fi	/m/05n6n10		Carbonated orange drink,Vodka		
Lekvar	/m/05v4tn	Hungarian			
Mauresque	/m/05n99y5		Orgeat syrup,Pastis		
Andouille	/m/01w0td		Tripe		
Zombie cocktail	/m/017mgr		Golden Rum,Grenadine,Papaya Juice,Apricot brandy,Bacardi 151,Dark Rum,White Rum,Pineapple Juice		
Grog	/m/02133g				
Pan de coco	/m/0cbv6m	Filipino			
Kibbe Nayye	/m/0b90nr	Lebanese			
Nduja	/m/0c4936	Italian			
Egg tart	/m/060dm6	Cuisine of Hong Kong			
Sobrassada	/m/05nf1y	Spanish Cuisine			
John Collins	/m/05n7zjz		Scotch whisky,Soda water,Lime Juice,Syrup		
Mado	/m/05f7f47	Turkish			
Baked Ham	/m/05snq7v		Ham		
Paralyzer	/m/05n6hrb		Vodka,Milk,Kahlúa,Cream,Coca-Cola		
Grilled Kobe Meatloaf	/m/0ffjbdk	American	Kobe beef		
Noke	/m/06wl0w	New Zealand cuisine			
Chicken piccata	/m/07_sxq	Italian			
Baji	/m/0gxp1v	Nepalese cuisine	Rice		
Pressed duck	/m/08gl3j	French			
Peanut butter cup	/m/054j0_				
Sake Manhattan	/m/05n5sk8		Rye whiskey,Sake		
German chocolate cake	/m/04bhvm		Chocolate		
Sweet and sour	/m/03zltr				
Lontong	/m/03c8xt9	Singaporean cuisine,Indonesian,Malaysian			
Dahi chutney	/m/03csng8	Indian cuisine			
Rice pudding	/m/03gzlp	Mexican,Turkish			
Quenelle	/m/042wcm	French,Bouchon			
Candy pumpkin	/m/04ybx08				
Amaretto Sour	/m/05n91pt		Amaretto,Sweet and sour mix		
Frico	/m/052_bp3	Italian			
Satsivi	/m/04n4sr0	Armenian			
El Presidente	/m/05n4pk1		Curaçao liqueur,Dry Vermouth,Grenadine,Rum		
Pig roast	/m/04fznhq	Filipino			
Lomo	/m/05t0zvl	Spanish Cuisine,Italian			
Slammer Royale	/m/05n6hv0		Champagne,Tequila		
Montgomery	/m/05n2t_g		Dry Vermouth,Gin		
Naengmyeon	/m/054w4s	Korean			
Steak pie	/m/04vq8l				
Kourabiedes	/m/03nsjgy	Greek			
Beef Stroganoff	/m/03q6mh	Russian			
Sadza	/m/03x9rh				
Chicken 65	/m/03h0892	Indian cuisine			
Fortune cookie	/m/0d5nn	American Chinese cuisine		cookie	
Cock-a-leekie soup	/m/08dj22	Scottish cuisine	Chicken meat,Potato,Leek	Soup	
Juk	/m/0c3wkyx	Korean	Rice		
Charro Negro	/m/05n5tl9		Tequila,Coca-Cola		
Penny candy	/m/051_tdl				
Maple toffee	/m/05l71t				
Blueberry Tea	/m/027yvx7		Grand Marnier,Amaretto,Orange Pekoe		
Christmas pudding	/m/0245rx	British Cuisine			
Agua de Valencia	/m/02qds11		Vodka,Champagne,Sugar,Gin,Orange juice		
Loukoumas	/m/024lvg	Turkish,Greek			
Nikolaschka	/m/027yd3m		Lemon disk,Cognac,Coffee,Powdered sugar		
Crab Louie	/m/02w2hqc	American	Crab meat	Salad	
Debrecener	/m/02rwxs4	Hungarian			
City chicken	/m/02p74fl				
Puto	/m/02x0wc8	Filipino	Rice	Dessert	
Enormous Omelet Sandwich	/m/026jjms				
Peking Duck	/m/01pr2g	Chinese			
Osechi	/m/012x_7	Japanese Cuisine			
Saewoo jeot	/m/03gycd2	Korean			
Bluff oyster	/m/047m9q_	New Zealand cuisine			
Squab	/m/03qgm_2	Spanish Cuisine,Italian,French			
Wagyu	/m/03x2vh	Japanese Cuisine			
Kurtoskalacs	/m/03wh__0	Hungarian			
Soto	/m/01bgxn	Malaysian			
Cheeseburger	/m/013q4y		Ground beef,Hamburger bun,Cheese		
Oyakodon	/m/01bl2r	Japanese Cuisine			
Couscous	/m/01z6s	Italian,Jewish cuisine			
Chicken parmesan	/m/09klkq		Parmigiano Reggiano		
Scots tablet	/m/04l7r4	Scottish cuisine			
Bloody Mary	/m/04hkqs		Lemon juice,Tomato juice,Vodka	Cocktail	
Oden	/m/0m2yl	Japanese Cuisine,Korean	Daikon,Fishcake,Dashi,Egg	Soup	
Ciabatta	/m/04tdfk	Italian		Bread	
Caesar	/m/02zqt3		Celery stalk,Worcestershire sauce,Black pepper,Clamato,Vodka,Lime wedge,Celery salt,Hot sauce		
Pignolo	/m/02qxj_h	Italian			
Vodka Red Bull	/m/025xy7w		Vodka,Red Bull		
Beerwurst	/m/025yvyg	German		Sausage	
Butzaigo	/m/02rwj17	Cuisine of Hong Kong			
Fukujinzuke	/m/026km7w	Japanese Cuisine			
Key lime pie	/m/02pchp				
Shoronpo	/m/0411x_c	Japanese Cuisine			
Peach Melba	/m/04qzc7		Peach,Raspberry,Vanilla Ice Cream	Dessert	
Spreewald gherkins	/m/03hgmr9	German			
Mefun	/m/04137v				
Mettwurst	/m/04n60n	German	Pork	Sausage	
Coconut jam	/m/04gy9n	Filipino			
Yakshik	/m/0fny9n	Korean			
Berwick cockle	/m/0fpvhg	Scottish cuisine		Candy	
Capicola	/m/04c9vm	Italian			
Karedok	/m/04r731	Indonesian,Sundanese cuisine			
Fattoush	/m/0c_t7h	Armenian,Lebanese			
Filipino	/m/06hf0n	Filipino			
Tamagozake	/m/06sw4n	Japanese Cuisine	Egg,Honey,Sake,Sugar		
Ti'Punch	/m/070w8v		Sugar,Rum		
Galantine	/m/055r6g	French			
Caipisake	/m/05n4vs4		Sake,Muscovado,Lime		
Moustalevria	/m/04ydqdm	Greek			
Matzah balls	/m/057mkg	Jewish cuisine			
Kasha varnishkas	/m/05c1y0q				
Bruschetta	/m/05j_l5	Italian			
Gumdrop	/m/059n8m				
Aachener Printen	/m/02783k9	German			
Partan bree	/m/02797pw	Scottish cuisine	Crab	Soup,Seafood	
Born Feinkost GmbH	/m/02z495g	German			
Carne al piatto	/m/02q64ys	Italian			
Chocolate sandwich	/m/02qvqsn				
Nasi paprik	/m/02rfj67	Malaysian			
Blue Hawaii	/m/02vnr2j		Vodka,Curaçao liqueur,Sweet and sour mix,Pineapple Juice,Rum		
Pork pie	/m/02fvq7	British Cuisine			
Frijoles charros	/m/03cpwwf	Mexican			
White sugar sponge cake	/m/02qf2cq	Cuisine of Hong Kong			
Armenian soups	/m/02r181g	Armenian			
Sinseollo	/m/03crglc				
Ding Ding Tong	/m/02rws0r	Cuisine of Hong Kong			
Acar	/m/02t6s3	Singaporean cuisine			
Panuche	/m/025zj7x				
Changua	/m/0287vkj				
Chicken Marengo	/m/0776zf	French,Italian	Crayfish,Tomato,Egg,Garlic,Chicken meat,Onion,Olive oil		
Yakimochi	/m/07c8w5	Japanese Cuisine			
Nihari	/m/06t143	Indian cuisine			
Kettle corn	/m/06yjnj				
Verjuice	/m/06yl6f	French			
Tripoux	/m/06y_zq	French	Tripe		
Kassler	/m/02vr7cv	German			
Al forno	/m/02q2zph	Italian			
Gołąbki	/m/09lrbv	Polish	Rice,Tomato,Onion,Cabbage,Ground beef		
XO sauce	/m/01syx2	Cuisine of Hong Kong			
Churro	/m/01_8f5	Spanish Cuisine,Mexican			
Spritzer	/m/01f_7f		White Wine,Soda water		
Jedburgh	/m/022rt1	Scottish cuisine			
Lomo	/m/04cws6	Filipino			
Tsukemono	/m/03hdt8	Japanese Cuisine			
Knickerbocker glory	/m/04t5pr	British Cuisine			
Chimayó Cocktail	/m/03qjrv9		Crème de Cassis,Apple cider,Tequila,Lemon juice		
Knish	/m/044dll	Jewish cuisine	Cheese,Onion,Ground meat,Groats,Sauerkraut	Snack food	
Red cooking	/m/0f__y6	Chinese			
Bakmi	/m/0dlgzb	Indonesian			
Hi-chew	/m/0d9c33	Japanese Cuisine			
Remoulade	/m/03ymgb	French			
Kolache	/m/06zkd9				
Bakkwa	/m/089c9j	Cuisine of Hong Kong			
Grits and Grillades	/m/03bzyjq				
English muffin	/m/02w4tl			Breakfast	
Bun Rieu	/m/02xcdrf	Vietnamese	Tomato,Rice vermicelli,Crab	Noodle soup	
Laksa	/m/027rch	Singaporean cuisine	Coconut milk	Soup	
Stargazy pie	/m/02myp8	British Cuisine	Sardine	Pastry	
Amok trey	/m/02w8fpy	Cambodian			
Gibson	/m/05n1jsc		Gin,Dry Vermouth	Cocktail,Drink	
Papadum	/m/066gx0	Udupi cuisine,Indian cuisine			
Chistorra	/m/05n016l	Spanish Cuisine			
Snickers salad	/m/05f37s5	Cuisine of the Midwestern United States	Granny Smith,Snickers,Whipped cream	Dessert Salad	
Red Lotus	/m/05n7nwq		Lichido,Vodka,Cranberry juice		
Whiskey Daisy	/m/05n9bzm		Lemon juice,Sugar,Scotch whisky,Grenadine		
Pillus	/m/09gn83d	Italian			
Moo shu pork	/m/09g7js	American Chinese cuisine	Egg,Onion,Pork chop,Daylily,Shiitake,Cabbage		
Cinzano	/m/06cyff	Italian			
Pacific saury	/m/06h02q	Japanese Cuisine			
Puri	/m/06x661	Indian cuisine	Vegetable fats and oils,Table salt,Atta flour	Bread	
Tuna casserole	/m/03w96sg		Tuna	Casserole	
Buddha's delight	/m/049txw	Chinese,Cuisine of Hong Kong			
Cranachan	/m/0436xv	Scottish cuisine	Whipped cream,Scotch whisky,Raspberry,Honey	Dessert	
Mantecadas de Astorga	/m/05p73jp	Spanish Cuisine			
Cawl	/m/055hx5	Welsh cuisine	Lamb,Leek	Stew	
Cream pie	/m/05qzrf				
Torta caprese	/m/05bqtc	Italian			
Curry Mile	/m/05gzbw	Indian cuisine			
Aglio e Olio	/m/05c5y0b	Italian			
Hairy Buffalo	/m/05n942j		Fruit,Fruit punch,Gin,Bacardi 151,Tequila,Vodka,Scotch whisky		
Champurrado	/m/04nw77	Mexican			
Black tooth grin	/m/02qgzv2		Crown Royal,Coca-Cola		
Kashkak	/m/026dn91	Armenian			
Ice cream cone	/m/027kl1	French			
Russian salad	/m/026dp1h	French			
Kissel	/m/027mqds	Polish			
Santula	/m/02r7pnp	Indian cuisine			
Plain loaf	/m/02q8hl7	Scottish cuisine		Bread	
Broken Down Golf Cart	/m/05b5gxs		Melon liqueur,Lime Juice,Amaretto Almond liqueur		
Godmother	/m/05n6ml9		Vodka,Amaretto		
Nasi kuning	/m/05zk_h_	Indonesian	Rice,Turmeric,Coconut milk		
Frog legs	/m/02ng2f	French			
Maultasche	/m/02vhd1	German,Italian			
Kulolo	/m/02qtnzl		Coconut milk		
Fried rice	/m/02jwtj	Indonesian,Chinese,Japanese Cuisine			Nasi Goreng
Banana leaf rice	/m/0f5gc_	Indian cuisine			
Ramen	/m/09gms	Korean,Asian			
Massaman curry	/m/094qt4	Thai	Coconut milk		
Eggplant parmesan	/m/0b4cfx		Parmigiano Reggiano		
Jain	/m/0bq4bp	Indian cuisine			
Malida	/m/0ch4_52	Asian	Ghee,Milk,Wheat flour	Dessert	
Buffalo burger	/m/0cc7bks		Buffalo meat		
Baek kimchi	/m/03cvbgp	Korean			
Suet pudding	/m/04kpwn7				
Pandeyuca	/m/04d_wx9				
Dalda	/m/04_fg3	Indian cuisine			
Panzanella	/m/0h0yw1	Italian			
Champagne Cocktail	/m/05n8yc6		Sugar Cube,Angostura bitters,Sparkling wine,Champagne	Cocktail,Drink	
Chicharrones	/m/067wdb	Mexican			
Bacon butty	/m/0696zs				
Pizza	/m/0663v	Italian	Tomato sauce,Mozzarella		
Djevrek	/m/056j6_z				
Pletzel	/m/05c1_nz				
Vodka Sunrise	/m/05n7yhj		Orange juice,Vodka,Grenadine		
Bishop	/m/05n9bns		Orange juice,Lemon juice,Burgundy wine,Powdered sugar		
Kifli	/m/05t4pp	Hungarian			
Toro Rojo	/m/05n6jr1		Red Bull,Tequila		
Appletini	/m/05c0k0		Apple Schnapps,Vodka,Cointreau		
Soup all'Imperatrice	/m/0720r	Italian			
Tom yum	/m/04n3_8	Thai		Soup	
Chaat	/m/060ck9	Indian cuisine			
Hamantasch	/m/04trb_	Jewish cuisine			
Spinach quiche	/m/05v6862		Spinach		
Ruby Dutchess	/m/05n8_39		Champagne,Pomegranate juice		
Cuccidati	/m/059_xgm	Italian			
Tequila Sunset	/m/05n6jkg		Tequila,Blackberry Brandy,Orange juice		
Leite de Onça	/m/05n1j3b		Cachaça,Creme de cacao,Condensed milk,Milk		
Claypot chicken rice	/m/0bhj7w	Singaporean cuisine			
Mee rebus	/m/0c5q0q	Singaporean cuisine			
Galvanina	/m/0fhzqd	Italian			
Crostolo	/m/0g276z	Italian			
Harvey Wallbanger	/m/01fpgg		Galliano,Orange juice,Vodka		
Larb	/m/01yw8f	Thai	Chili pepper,Cabbage,Mint	Salad	
Omelette	/m/016bn0				
Gulai	/m/01x_c	Indian cuisine			
Wenchang chicken	/m/0bmhj_s	Chinese			
Tyropita	/m/0c8rp0	Greek			
Jello salad	/m/0bhcs3		Jell-O	Dessert Salad	
Lavandula angustifolia	/m/09dj50	French			
