name	id	beer_style	first_brewed	alcohol_content	original_gravity	final_gravity	ibu_scale	country	brewery_brand	color_srm	from_region	containers
Marston's Sundance (Tesco/JD Wetherspoon's)	/m/04dqcjn			5.0					Marston's		United Kingdom	/m/04dr257
Pivzavod Abovian Kilikia	/m/04dqdhy			3.8					Pivzavod Abovian		Armenia	/m/04dqzyh
Prignon Fantôme Babillard	/m/04dqfd4			8.0					Prignon		Belgium	/m/04dr1ww
Westmalle Tripel	/m/04dql43			9.0					Westmalle Brewery		Belgium	/m/04dr3zx
Palm Aerts 1900	/m/04dqcgp			7.5					Palm		Belgium	/m/04dqxfr
Herold Czech Premium Lager	/m/04dqm6x			5.0					Herold		Czech Republic	/m/04dr04m
Al A Sakara King	/m/04dqd4_			10.0							Egypt	/m/04dqy67
Wagtail Brewery Irish Ale	/m/04dqh9d			4.5					Wagtail Brewery		United Kingdom	/m/04dr5x6
Desnoes & Geddes Red Stripe (brewed by Charles Wells)	/m/04dqfhn			4.7					Desnoes & Geddes		United Kingdom	/m/04dr07_
Guinness Foreign Extra Stout	/m/04dqqsv			7.5					Guinness		Ireland	/m/04dr51k
Ascot Ales Anastasia's Exile Stout	/m/04dqq3d	Stout		5.0					Ascot Ales		United Kingdom	/m/04dr3fs
Oud Beersel Oude Geuze Vieille	/m/04dqn8b			6.0					Oud Beersel		Belgium	/m/04dr6k6
Riva Dentergems Wit	/m/04dqqvt			5.0					Riva		Belgium	/m/04dr25c
Caledonian Brewery Merman XXX	/m/04dqpq1			4.8					Caledonian Brewery		United Kingdom	/m/04dr2v_
Hook Norton 303 AD	/m/04dqkfc			4.0					/m/04drbw8		United Kingdom	/m/04dr3vx
Grolsch Blonde	/m/04dq9tz			4.5					Grolsch Brewery		Netherlands	/m/04dr3nn
High Falls Brewing Co. JW Dundee's American Pale Ale	/m/04dqc_2			5.3					High Falls Brewing Company		United States of America	/m/04dr0dc
Dortmunder Union Original	/m/04dqbbc			5.0					Dortmunder Union		Germany	/m/04dqy0m
Samuel Smith's Pure Brewed Lager	/m/04dqnnt			5.0					Samuel Smith Brewery		United Kingdom	/m/04dr00r
Le Merle	/m/03xf5mb								North Coast Brewing Company			
Brakspear Naturale Organic	/m/04dqwkr			4.6					Brakspear		United Kingdom	/m/04dqy_3
Harviestoun Haggis Hunter Ale	/m/04dq9yp			4.4					Harviestoun Brewery		United Kingdom	/m/04dr1gr
Nuovo Birrificio Italiano Amber Shock	/m/04dqgnm			7.0					Nuovo Birrificio Italiano		Italy	/m/04dqz1w
Guinness Smithwicks	/m/04dqht6			5.0					Guinness		Ireland	/m/04dr0tm,/m/04dr68q
Stone Brewing Co. 2006 Imperial Russian Stout	/m/04dqc4m			10.8					Stone Brewing Company		United States of America	
Brasserie Saint-Monon La Saint Monon Bière Brune	/m/04dqdpm			7.5					Brasserie Saint-Monon		Belgium	/m/04dq_5m
Steiger 12	/m/04dqj4t			4.8					Steiger Vyhne		Slovakia	/m/04dqz9m
Fischer Hoopla! Bitter	/m/04dqwj6			4.9					Fischer		France	/m/04dr0xr
Ridgeway Lump of Coal - Dark Holiday Stout	/m/04dqllb			8.0					Ridgeway		United Kingdom	/m/04dr2wc
Isle of Skye Red Cuillin	/m/04dqfpb			4.2					Isle of Skye		United Kingdom	/m/04dr2_m
Het Anker Mechels Reuzenbier	/m/04dqkr6			10.0					Het Anker		Belgium	/m/04dqyxc
Coors Breaker Super Brew	/m/04dqs7n			9.0					Coors Brewing Company		United Kingdom	/m/04dr72b
Goetze Caves	/m/04dqksr			5.8					Goetze		Belgium	/m/04dr47j
R&B Brewing Co. Raven Cream Ale	/m/04dqvsc			4.8					R&B Brewing Co.		Canada	/m/04dr1v_
Broughton Ales Greenmantle	/m/04dqnm8			3.9					Broughton Ales		United Kingdom	/m/04dr02m
Theakston Lightfoot	/m/04dqtsn			5.4					Theakston Brewery		United Kingdom	/m/04dqzyw
Harvey's Kiss	/m/04dqqw0			4.8					Harveys Brewery		United Kingdom	/m/04dr3f4
Shepherd Neame Kent Gold	/m/04dqqfx			6.5					Shepherd Neame		United Kingdom	/m/04dr4lj
Arcobrau Festbier	/m/04dqdl3			5.7					Arcobrau		Germany	/m/04dr1n_
Bradfield Brewery Farmers Pale Ale	/m/04dqs06			5.0					Bradfield Brewery		United Kingdom	/m/04dqz4h
King & Barnes Festive Ale	/m/04dqj38			5.3					King & Barnes		United Kingdom	/m/04dqy5w
Bass Our Finest Ale	/m/04dqs1r			4.4					Bass		United Kingdom	/m/04dr6rq
Wood's Hopping Mad	/m/04dq9x4			4.7					Wood's		United Kingdom	/m/04dr4cx
Schlossbrauerei Kaltenberg König Ludwig Dunkel	/m/04dqvlx			5.1					Schlossbrauerei Kaltenberg		Germany	/m/04dr1ym
Arcense Bierbrouwerij Hertog Jan Tripel	/m/04dqcp7			8.5					Arcense Bierbrouwerij		Netherlands	/m/04dq_sr
Joseph Holt Sixex	/m/04dqvd_			6.0					Joseph Holt		United Kingdom	/m/04dq_4m
Pranqster Belgian Style Golden Ale	/m/03xf5ls								North Coast Brewing Company			
Aktien Brauerei Kaufbeuren Jubilaums Pils	/m/04dqjl_			4.9					Aktien Brauerei Kaufbeuren		Germany	/m/04dr0t7
Enville Ale Honey Beer	/m/04dqmdc			4.5					Enville Brewery		United Kingdom	/m/04dr05m
HopDaemon Leviathan	/m/04dqkmh			6.0					HopDaemon		United Kingdom	/m/04dr5sq
Fischer Desperados	/m/04dqsf_			5.9					Fischer		France	/m/04dr3z4
Brasserie Theillier La Bavaisienne	/m/04dqtmd			7.0					Brasserie Theillier		France	/m/04dr64l
Cropton Scoresby Stout	/m/04dqfn7			4.2					Cropton Brewery		United Kingdom	/m/04dr49s
De Gouden Boom Steenbrugge Tripel Blond	/m/04dq9vd			8.5					De Gouden Boom		Belgium	/m/04dq_lw
Anon (Waitrose) Hefe-Weiss Dunkel	/m/04dqdjc			5.3					Anon (Waitrose)		Germany	/m/04dr44x
Kaiserdom-Privatbrauerei Weizenland Weissbier Hefetrüb	/m/04dqbyd			5.3					Kaiserdom-Privatbrauerei		Germany	/m/04dr69b
Lech Mocny	/m/04gdkgv			6.2					Kompania Piwowarska		Poland,Poznań	/m/04gdkkl,/m/04gdkks
Cave Creek Crazy Ed's Original Chili Beer	/m/04dqghc			4.5					Cave Creek		United States of America	/m/04dq_wr
Birra Peja	/m/04dqbpj			4.7					Birra Peja JSC		United Kingdom	/m/04dqzf7
Moortgat Maredsous Blond 6	/m/04dqss8			6.0					Moortgat		Belgium	/m/04dr2xh
Huyghe Florisgaarden Fraises	/m/04d2v6r											
Tipple's Brewery Longshore	/m/04dqq7k			3.6					Tipple's Brewery		United Kingdom	/m/04dq_fm
Bavik-De Brabandere Wittekerke Speciale Millennium	/m/04dqq03			5.8					Bavik-De Brabandere		Belgium	/m/04dr00h
Marston's Owd Rodger Strong Country Ale	/m/04dqr2x			7.6					Marston's		United Kingdom	/m/04dr5gz
Erdinger Pikantus Dunkler Weizenbock	/m/04dqr8t			7.3					Erdinger		Germany	/m/04dr25m
Wye Valley Brewery Butty Bach	/m/04dq9sf			4.5					Wye Valley Brewery		United Kingdom	/m/04dr6xv
Cotleigh Brewery Buzzard Dark Ale	/m/04dqb47			4.8					Cotleigh Brewery		United Kingdom	/m/04dqzjr
Black Knight	/m/048_51m			5.3					Goffs Brewery		United Kingdom	/m/04dr3hd
St Bernardus Watou Tripel	/m/04dqwbj			7.0					St. Bernardus		Belgium	/m/04dr1ch
Brasserie Saint-Monon Bière Spéciale des Fêtes	/m/04dqcqs			7.5					Brasserie Saint-Monon		Belgium	/m/04dr4wk
Gluek Brewery Stite Pilsner	/m/04dqr78			4.0					Gluek Brewery		United States of America	/m/04dr6ql
Ales of Kent Defiance!	/m/04dqrsk			4.1					Ales of Kent		United Kingdom	/m/04dqxg3
Greene King Ruddles Wheat	/m/04dqx1v			5.3					Greene King Brewery		United Kingdom	/m/04dr6z6
Van Steenberge Biere Du Boucanier	/m/04dqx66			11.0					Van Steenberge		Belgium	/m/04dq_bw
Tullibardine 1488 Majestic Whiskey Ale	/m/04dqn51			7.0					Tullibardine		United Kingdom	/m/04dr3tx
Sapporo Yebisu All Malt Beer	/m/04dqstt			5.0					Sapporo		Japan	/m/04dr58v
Cantillon Grand Cru Bruocsella (1999)	/m/04dqb5s			5.0					Cantillon Brewery		Belgium	/m/04dr4dj
Soar Head Cockfighter	/m/04dqh63			4.2					Soar Head		United Kingdom	/m/04dr13c
Hidden Brewery Hidden Pint	/m/04dqx7r			3.8					Hidden Brewery		United Kingdom	/m/04dr03w
Leek Brewery Cheddleton Steamer	/m/04dqbl0			6.0					Leek Brewery		United Kingdom	/m/04dr4k8
Oatis Oatmeal Stout	/m/0dlw1bh								Ninkasi Brewing			
Wem Brewing Company Rainbow Chaser	/m/0dlfhn5								Wem Brewing Company			
Cheddar Ales Gorge Best	/m/0dl8hdk	Bitter		4.0					Cheddar Ales			
Rickard's White	/m/0djwk2b	Belgian	2009	5.4					Molson Coors Brewing Company		Canada	
Great Gable  Yewbarrow	/m/0dkfsf7								Great Gable Brewery			
Abbey Ales Salvation	/m/0djv0x9	Bitter							Abbey Ales Brewery			
India Pale Ale	/m/063hnv9	India Pale Ale							Marin Brewing Company			
Bock	/m/059021q								Cerveceria Nacional			
Chang Beer	/m/059_mf3	Lager	1994						Thai Beverages			
Prague Staropramen	/m/04dqs31			5.0					Prague		Czech Republic	/m/04dr5wq
Sprecher Black Bavarian	/m/04dqscl			5.86					Sprecher		United States of America	/m/04dr0yr
Bier-Company Turn	/m/04dqll_			4.9					Bier-Company		Germany	/m/04dr0hw
Brasserie Artisanale Ratz Bière d'Olt Blonde	/m/04dqkdy			5.0					Brasserie Artisanale Ratz		France	/m/04dr5_2
Yuengling Light	/m/040_q99			3.5					D. G. Yuengling & Son		United States of America	
Kulmbacher Mönchshof Maingold Landbier	/m/04dqmsd			5.4					Kulmbacher Mönchshof		Germany	/m/04dqzf_
Minnesota Brewing Company Brewer's Cave Roasted Black Barley Ale	/m/04dqrmz			5.1					Minnesota Brewing Company		United States of America	/m/04dqz6w
San Miguel Premium Lager	/m/04dqt5v			5.0					San Miguel Beer Division		Philippines	/m/04dr11r
Brasserie de Milly Milliacus	/m/04dql7d			7.0					Brasserie de Milly		France	/m/04dr4yp
Wychwood Fiddler's Elbow	/m/04dqmf0			5.2					Wychwood Brewery		United Kingdom	/m/04dr34c
Bochkarev Svetloe	/m/04dq9l9			4.5					Bochkarev		Russia	/m/04dr5zq
Broughton Ales Black Douglas	/m/04dqj63			5.2					Broughton Ales		United Kingdom	/m/04dqz2w
Tisbury Brewery Fanfare	/m/04dqlzt			4.5					Tisbury Brewery		United Kingdom	/m/04dqzm3
Salopian Brewing Company Gingersnap Wheat Beer	/m/04dqtc9			4.7					Salopian Brewing Company		United Kingdom	/m/04dr2v3
Athenian Brewery S.A. Alfa Hellenic Beer	/m/04dqqlq			5.0					Athenian Brewery S.A.		Greece	/m/04dr28c
Darwin Brewery Rolling Hitch	/m/04dqn3z			5.2					Darwin Brewery		United Kingdom	/m/04dr6t6
Coniston Old Man Ale	/m/04dqtyg			5.0					Coniston		United Kingdom	/m/04dr19h
Salopian Brewing Company Gingersnap Dark Wheat Beer	/m/04dqqk5			4.7					Salopian Brewing Company		United Kingdom	/m/04dqxs_
Young's Triple 'A'	/m/04dqmjj			4.5					Young's Brewery		United Kingdom	/m/04dqykc
De Leckere Hertsfbok	/m/04dqgwd			6.5					De Leckere		Netherlands	/m/04dqy43
Hurlimann's Samichlaus Brown	/m/04dqv5k			14.7					Hurlimann's		Switzerland	/m/04dq_03
Samuel Smith's Taddy Porter	/m/04dqd8q			5.0					Samuel Smith Brewery		United Kingdom	/m/04dr6jz
Ash Vine Hop & Glory	/m/04dqd75			5.0					Ash Vine		United Kingdom	/m/04dr4l4
Celtic Brew Finian's Irish Red Ale	/m/04dqwqk			4.6					Celtic Brew		Ireland	/m/04dr1xw
La Binchoise Bière des Ours	/m/04dqntm			8.4					La Binchoise		Belgium	/m/04dq_t3
Heineken Italia Ichnusa	/m/04dqbjy			5.6					Heineken Italia		Italy	/m/04dr2hm
Lizard Ales An Gof	/m/04dqgtf			5.2					Lizard Ales		United Kingdom	/m/04dr6wv
Hat Lifter Stout	/m/03m2nn6											
Wentworth Brewery Rampant Gryphon	/m/04dql1h			6.2					Wentworth Brewery		United Kingdom	/m/04dr0sc
Viru Beer	/m/04dqgj0	Pilsener		5.0					Baltic Beer Company Ltd		Estonia	/m/04dr5h2
Brouwerij de Bie Zatte Bie	/m/04dqc00			9.0					Brouwerij de Bie		Belgium	/m/04dqy4_
Usher's Founder's Strong Ale	/m/04dqptb			4.5					Usher's		United Kingdom	/m/04dqzbh
La Trappe Ambrée (Koningshoeven)	/m/04dqdvf			5.5					La Trappe		Netherlands	/m/04dqxrh
Webster's Draught Yorkshire Bitter	/m/04dqf2j			3.5					Webster's		United Kingdom	/m/04dr2b7
Jennings Sneck Lifter	/m/04dqwm1			5.1					Jennings		United Kingdom	/m/04dq_8w
Wold Top Brewery 5 Wold Rings	/m/04dqly8			5.0					Wold Top Brewery		United Kingdom	/m/04dqzkw
de Smedt Affligem Dubbel	/m/04dqw6t			7.0					de Smedt		Belgium	/m/04dr63v
Young's Acclaim	/m/04dqf8f			4.0					Young's Brewery		United Kingdom	/m/04dqyd7
De Proefbrouwerij Vlaamse Primitief Wild Ale	/m/04dqg3s			9.0					De Proefbrouwerij		Belgium	/m/04dr1s3
Banks	/m/04dqp_p			4.7					Banks Barbados Brewery		United Kingdom	/m/04dr4hs
Nottingham Road Pickled Pig Porter	/m/04dqw0x			5.5					Nottingham Road		South Africa	/m/04dqyqc
Northern Star	/m/04dqkyk			4.8					North Yorkshire Brewing Co.		United Kingdom	/m/04dr04w
Dojlidy Porter	/m/04dqg27			9.5					Dojlidy Brewery		Poland	/m/04dqyfr
Leon Beer	/m/04dqfp_			4.5					Leon		Cyprus	
Brasserie des Franches-Montagnes La Salamandre	/m/04dqw58			5.5					Brasserie des Franches-Montagnes		Switzerland	/m/04dr243
Saxer Jackfrost Dopplebock	/m/04dqn7p			8.0					Saxer		United States of America	/m/04dr0hr
Cropton Yorkshire Moors	/m/04dqbm3			4.6					Cropton Brewery		United Kingdom	/m/04dqxbr
Huyghe Florisgaarden Chocolat Gardenbeer	/m/04dqdhh			3.0					Huyghe Brewery		Belgium	/m/04dr535
Okanagan Springs Classic Nut Brown Ale	/m/04dqhgq			5.6					Okanagan Spring		Canada	/m/04dr0g7
Redbridge	/m/04j7w5_											
Coors Light	/m/04dqfjz			4.0					Coors Brewing Company		United States of America	/m/04dr0k7
Leyden Brewery Forever Bury	/m/04dqrtn			4.6					Leyden Brewery		United Kingdom	/m/04dqy0_
Falcon	/m/04dqg01			5.0					Falcon of Sweden		Sweden	/m/04dr4t5
St Arnou Kildara	/m/04dqx79			4.4					St Arnou		Australia	/m/04dr2hc
Maisel's Weisse	/m/04dqh8r			5.7					Maisel's		Germany	/m/04dr0vc
Colonial Mild Irish Stout	/m/03m2nml											
Hampshire Brewery Californian Red	/m/04dqm6g			5.0					Hampshire Brewery		United Kingdom	/m/04dr2tw
Spinnakers Brewery Mitchell's Extra Special Bitter	/m/04dqt80			5.2					Spinnakers Brewery		Canada	/m/04dr5lq
Bavik-De Brabandere Petrus Speciale	/m/04dqx2y			5.5					Bavik-De Brabandere		Belgium	/m/04dr6jg
Czech Beer Jezek Bronze	/m/04dqb0z			4.2					Czech Beer		Czech Republic	/m/04dqy6c
Bräu im Moos Export Hell	/m/04dqtz_			5.3					Bräu im Moos		Germany	/m/04dr57v
Scottish Courage McEwan's 90/-	/m/04dqq16			5.5					Scottish Courage		United Kingdom	/m/04dqxt_
Hasenbrau AG Augsburg Scheyern Kloster Doppelbock	/m/04dqm0k			7.4					Hasenbrau AG Augsburg		Germany	/m/04dqxxh
Demarche Ciney Speciale	/m/04dqh76			9.0					Demarche		Belgium	/m/04dr3zs
Breconshire Brewery Winter Beacon	/m/04dqq8n			5.3					Breconshire Brewery		United Kingdom	/m/04dr1yh
Fort Worth Pearl Light	/m/04dq9j3			4.5					Fort Worth		United States of America	/m/04dr3k8
Bass Worthington Beer	/m/04dqn64			3.8					Bass		United Kingdom	/m/04dr303
Scottish Courage McEwan's India Pale Ale	/m/04dqmyw			4.5					Scottish Courage		United Kingdom	/m/04dr4rt
Springhead Liberty	/m/04dqlw2			3.8					Springhead		United Kingdom	/m/04dr3ss
Achouffe Bière de Soleil	/m/04dq9_w			4.5					Brasserie d'Achouffe		Belgium	/m/04dr4p8
Brasserie L'Audomaroise Biere des Ruchettes - Bier Au Miel	/m/04dqlfz			5.9					Brasserie L'Audomaroise		France	/m/04dr32h
Boggart Hole Clough Steaming Boggart	/m/04dqhf5			9.0					Boggart Hole Clough		United Kingdom	/m/04dqzz7
Westvleteren 12 (Yellow Cap)	/m/04dqw32			11.0					Westvleteren Brewery		Belgium	/m/04dr6cg
Ayinger Ur-Weisse	/m/04dqh2v			5.8					Ayinger		Germany	/m/04dr1vc
Morland Tanner's Jack	/m/04dqwcm			4.4					Morland Brewery		United Kingdom	/m/04dr1nw
Van Honsebrouck Bacchus Frambozenbier	/m/04dqq2r			5.0					Van Honsebrouck		United Kingdom	/m/04dr66g
Robert Cain Threlfalls Blue Label Lager	/m/04dqbqm			2.0					Robert Cain		United Kingdom	/m/04dqxmh
Brasserie Lefèbvre Floreffe Double	/m/04dqqvc			6.3					Brasserie Lefèbvre		Belgium	/m/04dr42j
Chevalier ﾓHefe Weizenﾔ	/m/0gfs8kt								Bridge Road Brewers			
Thomas Hardy Burtonwood Ushers Ruby Ale	/m/04dql_g			6.2					Thomas Hardy Burtonwood		United Kingdom	/m/04dr08h
Bridge of Allan Glencoe Wild Oat Stout	/m/04dqkq3			4.5					Bridge of Allan		United Kingdom	/m/04dq_tr
Shepherd Neame Christmas Ale 2002	/m/04dqk7x			6.1					Shepherd Neame		United Kingdom	/m/04dqyrh
Lacplesis Dzintara	/m/04dqj9m			4.8					Lacplesis		Latvia	/m/04dqyf_
Tucher Helles Hefe Weizen	/m/04dqj3q			5.3					Tucher		Germany	/m/04dqxpc
Schlossbrauerei Kaltenberg Pils	/m/04dqj25			6.0					Schlossbrauerei Kaltenberg		Germany	/m/04dr5gg
Brasserie d'Ecaussinnes Cookie Beer	/m/04dqhwm			5.0					Brasserie d'Ecaussinnes		United Kingdom	/m/04dqyfm
Enville Brewery Gothic Ale	/m/04dqhs3			5.2					Enville Brewery		United Kingdom	/m/04dr52p
Itchen Valley Pure Gold	/m/04dqgph			4.8					Itchen Valley Brewery		United Kingdom	/m/04dr0m3
Matilda Bay Brewing Co. Dogbolter	/m/04dqgmj			5.2					Matilda Bay Brewing Company		Australia	/m/04dr612
Yuengling Light Lager	/m/040_q89			3.4					D. G. Yuengling & Son		United States of America	
Lagunitas IPA India Pale Ale	/m/04dqfwx	India Pale Ale		6.0					Lagunitas Brewing Company		United States of America	/m/05k6g37,/m/05k6h1t
Van Eecke Kapittel Watou Dubbel	/m/04dqf4h			7.5					Van Eecke		Belgium	/m/04dr0tw
Victory Brewing Co. Old Horizontal Barley Wine	/m/04dqdxd			11.0					Victory Brewing Company		United States of America	/m/04dqyh3
Bravo International Brewery Botchkarev Especially Strong	/m/04dqdk0			8.5					Bravo International Brewery		Russia	/m/04dq_0c
Wood's Christmas Cracker	/m/04dqd4s			6.0					Wood's		United Kingdom	/m/04dr3t4
Inveralmond Ossian's Ale	/m/04dqd37			4.1					Inveralmond		United Kingdom	/m/04dr3vs
Old Luxters Dark Roast	/m/04dqcq_			5.0					Old Luxters		United Kingdom	/m/04dqysc
THY Limfjordsporter	/m/04dqvzy			7.0					THY		Denmark	/m/04dr5v6
AS Tartu Õlletehas A. le Coq Premium Extra	/m/04dqc9f			5.0					AS Tartu Õlletehas		Estonia	/m/04dr6rz
Prague Branik	/m/04dqv1m			4.5					Prague		Czech Republic	/m/04dq_v3
Shepherd Neame Limited 2004 Vintage Christmas Ale	/m/04dqc3j			6.0					Shepherd Neame		United Kingdom	/m/04dr40s
Palisade Brewery Farmers Friend	/m/04dqbz1			5.0					Palisade Brewery		United States of America	/m/04dr273
Cervejeira Europeia (Cereuro) Tagus	/m/04dqb5_			5.4					Cervejeira Europeia (Cereuro)		Portugal	/m/04dr3hs
Pyramid Apricot Ale	/m/04dqtrk			5.1					Pyramid Breweries, Inc.		United States of America	
Larkins Traditional	/m/04dqtn1			3.4					Larkins		Kent	/m/04dr1m7
Old Chimneys Natterjack	/m/04dqt7t			5.2					Old Chimneys		United Kingdom	/m/04dr30_
Marston's Old Empire	/m/04dqt68			5.7					Marston's		United Kingdom	/m/04dr6bq
Swan Valley Stout	/m/03m2np4											
Tärnö Bryggeri Nils Oscar Barley Wine	/m/04dqt1x	Barley wine		9.5					Tärnö Bryggeri		Sweden	/m/04dr17r
InBev Artois Bock	/m/04dq9w1			6.2					InBev		Belgium	/m/04dr013
Lacplesis Gaisais	/m/04dq9fy			5.0					Lacplesis		Latvia	/m/04dq_pm
Big Rock Alberta Genuine Draft	/m/04dqs6k			5.0					Big Rock Brewery		Canada	/m/04dr22_
J.W. Lees Ruff Yed	/m/04dqppd			5.0					JW Lees		United Kingdom	/m/04dr5jv
Wooden Hand Pirate's Gold	/m/04dqpmf			4.0					Wooden Hand		United Kingdom	/m/04dr552
San Miguel Tradición	/m/04dqnmq			4.5					San Miguel Beer Division		Spain	/m/04dr10_
Gilroy Traditional	/m/04dqnl5			5.0					Gilroy		South Africa	/m/04dr13m
Molson Bohemian	/m/04dqmlh			5.0					Molson		Canada	/m/04dr5vq
Allgauer Brauhaus St. Magnus Heller Bock	/m/04dqm_4			7.0					Allgauer Brauhaus		Germany	/m/04dr511
Eldridge Pope Thomas Hardy's Ale (Vintage 1998)	/m/04dqlsx			12.0					Eldridge Pope		United Kingdom	/m/04dr3z0
Midnight Sun	/m/05c8p8r	Porter		5.6					Williams Bros		Alloa	/m/05c8pbm
AEppelTreow Summer’s End	/m/0g4nftp	Apple wine										
Lighthouse Brewery Race Rocks Ale	/m/02np__d	Nut brown Ale	1996	5.2								
Chimera Honey Blonde	/m/0hp38v8								Downton Brewery		United Kingdom	
Pacífico	/m/060n65	Pilsener	1901	4.5							Mexico	
Buffalo Gold	/m/063wb2f	Blonde ale							Walnut Brewery			
Coors	/m/02hv3cm											
Lost Coast Brewery Alleycat Amber	/m/05k6j04	Amber ale		5.5					Lost Coast Brewery			/m/05k6j4v
St Peter's Golden Ale	/m/04dqndy			4.7					St Peter's		United Kingdom	/m/04dr0gh
H-West b.v. Brouwmeester	/m/04dqbt7			5.0					H-West b.v.		Netherlands	/m/04dr2dm
ZeroDegrees Reading Pilsner	/m/04dqskh			4.8					ZeroDegrees Reading		United Kingdom	/m/04dr10c
Saint Sylvestre 3 Monts	/m/04dqwyg			8.5					Saint Sylvestre		France	/m/04dr69q
Velvet Cream Stout	/m/03m2nm8											
Rogue American Amber Ale	/m/04dq9rs			5.3					Rogue Brewing,Rogue Ales		United States of America	/m/04dr4_f
Salopian Brewing Company Answer Dark Wheat Beer	/m/04dq9q7			4.8					Salopian Brewing Company		United Kingdom	/m/04dr1y7
Weltenburger Kloster Winter-Traum	/m/04dqshj			5.2					Weltenburger Kloster		Germany	/m/04dr67l
Brahma Malzbier	/m/04dqsd0			3.7					Brahma		Brazil	/m/04dr093
Ridley's Rumpus	/m/04dqrrx			4.5					Ridley's brewery		United Kingdom	/m/04dr3yx
União Cervejeira (Unicer) Super Bock Green	/m/04dqqp3			4.0					União Cervejeira (Unicer)		Portugal	/m/04dq_br
Wye Valley Brewery Dorothy Goodbody's Country Ale	/m/04dqq6x			6.0					Wye Valley Brewery		United Kingdom	/m/04dqy1_
Namibia Breweries Hansa Finest Tafel Lager	/m/04dqpdn			4.0					Namibia Breweries Limited		Namibia	/m/04dqz0w
Unibroue Trois Pistoles	/m/04dqp43			9.0					Unibroue		Canada	/m/04dr70q
Beck & Co. Beck's	/m/04dqnyk			5.0					Beck's		Germany	/m/04dqz1h
White Star Brewery Royal Standard	/m/04dqmxb			4.3					White Star Brewery		United Kingdom	/m/04dr0nm
Thwaites Thoroughbred	/m/04dqm4q			4.0					Thwaites Brewery		United Kingdom	/m/04dr1t3
Gatzweiler Gatz Alt	/m/04dqm35			4.8					Gatzweiler		Germany	/m/04dr197
Achouffe La Chouffe	/m/04dqlbg			8.0					Brasserie d'Achouffe		Belgium	/m/04dr6hb
Brooklyn Lager	/m/04dqkk9			5.1					Brooklyn Brewery		United States of America	/m/04dr0kw
Mad River Brewing Co. Steelhead Extra Stout	/m/04dqjqh			4.8					Mad River Brewing Company		United States of America	/m/04dr4c0
Prignon Fantôme de Noël	/m/04dqth7			10.0					Prignon		Belgium	/m/04dr24_
Weihenstephaner Hefe Weissbier	/m/04dqjnj			5.4					Weihenstephaner		Germany	/m/04dqx_w
Grumpy's Brewhaus Adelaide Hills Pale Ale	/m/04dqj_t			4.0					Grumpy's Brewhaus		Australia	/m/04dqzy3
Greene King St Edmonds Gold	/m/04dqhm9			4.2					Greene King Brewery		United Kingdom	/m/04dr4sy
San Mig Strong Ice	/m/04dqgdr			6.3					San Miguel (Philippines)		Philippines	/m/04dr007
Felstar Brewery Essex Best	/m/04dqgc6			4.2					Felstar Brewery		United Kingdom	/m/04dqzyc
Rothaus Tannen Zäpfle	/m/04dqffg			5.1					Rothaus		Germany	/m/04dr702
Radeberger Pilsner	/m/04dqx1d	Pilsner	1872	4.8					Radeberger		Germany	/m/04dqy63
Hogs Back Old Tongham Tasty	/m/04dqdfr			6.0					Hogs Back Brewery		United Kingdom	/m/04dqzqr
Robinson's Young Tom	/m/04dqcnc			4.0					Robinson's Brewery		United Kingdom	/m/04dr43x
Dark Star Natural Blonde	/m/0dl8hjz			4.5					Dark Star			
Abbey Ales Mild	/m/0djv0wv	Mild ale							Abbey Ales Brewery			
Hydes 1893	/m/0dlfhsc	Bitter							Hydes			
Royal Oak Red	/m/0n1vlvz								The Royal Oak Brewery			
Wem Brewing Company Black Magic Mild	/m/0dlfhnv	Mild ale							Wem Brewing Company			
Pipeline Porter	/m/0dl74mz								Kona Brewing Company			
Founder's Breakfast Stout	/m/0lywmpb			8.3			60.0		Founders Brewing Company			
Antares Scotch Ale	/m/04sw_h5	Scotch ale		6.0					Cervecería Antares		Argentina	
Sandy Beach Blond Hefeweizen	/m/063hm33	Wheat beer							Half Moon Bay Brewing Company			
Lagunitas Imperial Red Ale	/m/05k6fb6	Red Beer,Seasonal beer		7.8					Lagunitas Brewing Company			/m/05k6f_j
Hacker-Pschorr Weisse	/m/02h88bg	Wheat beer		5.7					Hacker-Pschorr Brewery		Germany	
Brooklyn Lager	/m/02hv38s	Dark American Lager							Brooklyn Brewery			
Yeti Imperial Stout	/m/02hv3dt	Imperial stout							Great Divide Brewing Company			
Tooheys Extra Dry	/m/02rrhyc	Lager		5.0					Tooheys		Australia	/m/06r3grf,/m/06r3grm,/m/06r3gr6
Rogue Chatoe Rouge Wet Hop Ale	/m/0n1xk04								Rogue Ales			
Hopcat Whitney Brewston	/m/0n4y2tp								Hopcat			
Royal Oak Grand Trunk Steam Beer	/m/0n1vlt6								The Royal Oak Brewery			
Fort Street SIPA	/m/0n4y2qr								Fort Street Brewery			
Royal Oak 7 and 7 is Imperial IPA	/m/0n1vlw4								The Royal Oak Brewery			
New Holland El Mole Ocho Mexican Spiced Ale	/m/0n1v3k7	Ale		8.0	22.0				New Holland Brewing Company			/m/0n1v44p,/m/0n1v44b,/m/0n1v44h
Rogue Dry Hopped St. Rogue Red	/m/0n1xk1p								Rogue Ales			
