name	id	beer_style	first_brewed	alcohol_content	original_gravity	final_gravity	ibu_scale	country	brewery_brand	color_srm	from_region	containers
Pumpkinfest	/m/0djy33_								Terrapin Beer Company			
Wem Brewing Company Taverners Ale	/m/0dlfhnk								Wem Brewing Company			
Fish Brewing Co. Poseidon's Imperial Stout - 2001	/m/04dq949			10.0					Fish Brewing Company		United States of America	/m/04dr3cj
Okocim Porter	/m/04dq9pl			8.1					Okocim		Poland	/m/04dr576
Broadway Tire Biter Ale	/m/04dqb2y			4.7					Broadway		United States of America	/m/04dr2th
Timothy Taylor's Landlord	/m/04dqb79			4.1					Timothy Taylor		United Kingdom	/m/04dr52f
Coopers Brewery Sparkling Ale	/m/04dqbsl	Golden ale,Ale		5.8					Coopers Brewery		Australia	/m/06mfrps,/m/0h4xh6w
De Drie Horne/Sint-Servattamus Skèndelse Bok 2001-2002	/m/04dqcs9			7.0					De Drie Horne/Sint-Servattamus		Netherlands	/m/04dr424
De Dolle Brouwers Speciaal Brouwsel 2000	/m/04dqfly			8.0					De Dolle Brouwers		Belgium	/m/04dr6cv
Brasserie de Bretagne Gwiniz Du	/m/04dqg20			5.4					Brasserie de Bretagne		France	/m/04dr20w
Black Isle Organic Wheat Beer	/m/04dqgbk			4.5					Black Isle Brewery		United Kingdom	/m/04dqxkc
Butcombe Gold	/m/04dqh95			4.7					Butcombe		United Kingdom	/m/04dr19c
Bridge of Allan Bannockburn	/m/04dqhb8			5.0					Bridge of Allan		United Kingdom	/m/04dqz_r
Integrated Bottling Solutions BSH (Back Street Heroes)	/m/04dqhct			4.5					Integrated Bottling Solutions		United Kingdom	/m/04dr6jl
Hahn Super Dry	/m/03q4b27			4.6					Tooheys,Hahn Brewery		Australia	/m/0g8w024
Berliner Kindl Original Weisse mit Schuss: Himbeere	/m/04dqhh4			2.5					Berliner Kindl		Germany	/m/04dqy27
Atlantic Brewing Company Bar Harbor Blueberry Ale	/m/04dqhln			5.2					Atlantic Brewing Company		United States of America	/m/04dr52t
Mauldons Black Adder	/m/04dqkf4			5.3					Mauldons		United Kingdom	/m/04dr51p
Tin Whistle Peaches and Cream	/m/04dqkgp			5.0					Tin Whistle		Canada	/m/04dr1j_
Caledonian Brewery Traditional Premium Ale (Tesco)	/m/04dqkjn			4.1					Caledonian Brewery		United Kingdom	/m/04dr227
Puky Dorada	/m/04dql4_			6.0					Puky		Chile	/m/04dqyym
Samuel Adams Cranberry Lambic	/m/04dqlhy			5.0					Boston Beer Company		United States of America	/m/04dr0mh
Alaskan Pale	/m/04dqly1			4.65					Alaskan Brewing Company		United States of America	/m/04dr207
Huyghe Florisgaarden Chocolat Gardenbeer	/m/04d2v6v											
Meteor Mortimer Pure Malt	/m/04dqm2j			8.0							France	/m/04dq_jm
Bräu im Moos Dunkel	/m/04dqm8f			5.2					Bräu im Moos		Germany	/m/04dr0z7
Troch Chapeau Mirabelle Lambic	/m/04dqmp_			3.5					Troch		Belgium	/m/04dr1mw
Porterhouse Plain Porter	/m/04dqn83			4.3					The Porterhouse Brewing Company		Ireland	/m/04dr6g2
Broadway Flying Dog Old Scratch Lager	/m/04dqnbr			4.7					Broadway		United States of America	/m/04dqzm_
Highland Brewing Company Scapa Special	/m/04dqpbg			4.4					Highland Brewing Company		United Kingdom	/m/04dr0lr
Wickwar Mr Perrett's Traditional Stout	/m/04dqq35			5.9					Wickwar		United Kingdom	/m/04dr2y3
McMullens AK	/m/04dqq4q			3.8					McMullens		United Kingdom	/m/04dr5g2
Wychwood Solar Eclipse	/m/04dq9l2			4.2					Wychwood Brewery		United Kingdom	/m/04dq_r_
Schlossbrauerei Kaltenberg Prizregent Luitpold Weissbier Hell	/m/04dqqxb			5.5					Schlossbrauerei Kaltenberg		Germany	/m/04dr408
Darmstadter Privatbrauerei Wilhelm Rummel Weissbier Hefe Hell	/m/04dqr5z			4.8					Darmstadter Privatbrauerei Wilhelm Rummel		Germany	/m/04dr20m
Carlton & United Breweries Crown Lager	/m/04dqrpq			4.9					Carlton & United Beverages		United Kingdom	/m/04dr1gw
Labatt Brewing Co. Wildcat Strong	/m/04dqsqz			6.1					Labatt Brewing Company		Canada	/m/04dr5pv
Joseph Holt Mild	/m/04dqtc2			3.0					Joseph Holt		United Kingdom	/m/04dr0yh
Wychwood Red Kite	/m/04dqtgl			4.5					Wychwood Brewery		United Kingdom	/m/04dr4mn
Taybeh Golden Lager	/m/04dqw51			5.2					Taybeh		Belgium	/m/04dr6m6
Meantime Coffee	/m/04dqx4x			4.0					Meantime Brewing		United Kingdom	/m/04dr1rr
Bateman's Combined Harvest	/m/04dqx98			4.7					Batemans Brewery		United Kingdom	/m/04dr61q
Brand Independence Ltd	/m/04kp_jp											
Beechworth Pale Ale	/m/0gfs8kb								Bridge Road Brewers			
Michelob	/m/02hv3b0	Lager	1896						Anheuser-Busch			
Corona	/m/02y_4q2								Grupo Modelo		Mexico	
Dogfish Head Aprihop	/m/02hv36x											
Royal Oak Sunshower Maibock	/m/0n1vlrj								The Royal Oak Brewery			
Saugatuck Little Pavilion Pale Ale	/m/0n1qwg8	Pale ale		4.9					Saugatuck Brewing Company			
Blue Tractor Bumper Crop IPA	/m/0n4xwsy								Blue Tractor BBQ & Brewery			
Rogue Portland State IPA	/m/0n1xj_k								Rogue Ales			
New Holland Pigs In A Blanket	/m/0n1v6gz								New Holland Brewing Company			
Saint Arnold Divine Reserve 10	/m/0ghtv0j	English Barleywine	2010	11.0	1.101	1.018			Saint Arnold Brewing Company		United States of America	/m/0ghtv1y
Weatheroak Triple T	/m/04dqmnx			5.1					Weatheroak		United Kingdom	/m/04dr1_m
Ferme Beck Hommelpap Bière Artisanale Sans Conservateur	/m/04dqnjf			7.0					Ferme Beck		France	/m/04dr45n
Dark Star Espresso stout	/m/04dqpq8			4.8					Dark Star		United Kingdom	/m/04dr25h
Paderborner Isenbeck Brauerei Isenbeck Premium Dark	/m/04dqprt			4.8					Paderborner Isenbeck Brauerei		Germany	/m/04dr6j2
Fuerstenberg Premium Pilsener	/m/04dqb91			4.8					Fuerstenberg		Germany	/m/04dq_3r
Erste Kulmbacher Actienbrauerei EKU 28	/m/04dqqhf			11.0					Erste Kulmbacher Actienbrauerei		Germany	/m/04dr15c
Cooper's Regency Light	/m/042zbm5								Coopers Brewery			
Van Eecke Kapittel Watou Blond	/m/04dqbb4			6.5					Van Eecke		Belgium	/m/04dr0xw
Anon 5 Flags Strong Belgian Lager	/m/04dqbcp			5.0							Belgium	/m/04dqynw
Black Isle Organic Lager	/m/04dqqkd			5.3					Black Isle Brewery		United Kingdom	/m/04dr0mw
Wapping Brewery Whopping Wapping	/m/04dqsvp			7.8					Wapping Brewery		United Kingdom	
Lodzkie (subsidiary of Kaltenberg) Glob Specjal	/m/04dqtwy			6.8					Lodzkie (subsidiary of Kaltenberg)		Poland	/m/04dq_j7
Boddington's Bitter	/m/04dqvtp			3.8					Boddingtons		United Kingdom	/m/04dr2dc
Alcazar (Sherwood Forest Brewing Co) Gaoler's Ale	/m/04dqbfn			7.5					Alcazar (Sherwood Forest Brewing Co)		United Kingdom	/m/04dq_fh
Hammerpot White Wing Premium Sussex Ale	/m/04dqvs4			4.0					Hammerpot		United Kingdom	/m/04dr63q
Cesu Sokolades Porteris	/m/04dqcdy			6.8					Cesu		Latvia	/m/04dr5zv
Brakspear Vintage Henley	/m/04dqcyk			5.5					Brakspear		United Kingdom	/m/04dr5s2
Teme Valley That	/m/04dqd1h			4.1					Teme Valley		United Kingdom	/m/04dr0br
Southwark Premium	/m/03m2n22											
Silenrieux Joseph bière d'épeautre	/m/04dqvwn			5.4					Silenrieux		Belgium	/m/04dr3d4
Sierra Nevada Stout	/m/04dqd7d			6.6					Sierra Nevada Brewing Company		United States of America	/m/04dqxf_
Vølen (Bierbrouwerij Volendam VOF 't Vølen) Pijtje	/m/04dqdl_			10.5					Vølen (Bierbrouwerij Volendam VOF 't Vølen)		Netherlands	/m/04dqzy_
Frank Boon Oude Geuze Boon	/m/04dqdy8			6.5					Boon Brewery		Belgium	/m/04dr2xr
Fuller's Honey Dew	/m/04dqdzt			4.3					Fuller's		United Kingdom	/m/04dr2zc
De 3 Hoefijzers 3 Horses Holland Lager Beer	/m/04dqf6x			5.0					De 3 Hoefijzers		Netherlands	/m/04dr0m7
Shepherd Neame Vintage Christmas Ale '97/'98	/m/04dqfp3			6.7					Shepherd Neame		United Kingdom	/m/04dr5tq
Jopen Haarlems Hoppenbier	/m/04dqv9y			6.8					Jopen		Netherlands	/m/04dr21h
De Gouden Boom Brugs Witbier (Blanche de Bruges)	/m/04dqgrx			4.8					De Gouden Boom		Belgium	/m/04dqyl_,/m/04dr1nc
Castle Eden Ale	/m/04dqj0f	Bitter		4.0					Camerons Brewery		United Kingdom	/m/04dqxgw
Lech Premium	/m/04gdkh6			5.2					Kompania Piwowarska		Poznań,Poland	/m/04gdkjt,/m/04gdkjm
St Bernardus Pater 6	/m/04dqj6b			6.7					St. Bernardus		Belgium	/m/04dr2zh
Alaskan Smoked Porter	/m/04dqk4m			6.0					Alaskan Brewing Company		United States of America	/m/04dr54v
Prignon Fantôme La Gourmande	/m/04dq961			7.0					Prignon		Belgium	/m/04dq_gr
Annoeullin L'Angelus Bière de Froment	/m/04dqk_2			7.0							France	/m/04dr45d
Traquair House Ale	/m/04dqll3			7.2					Traquair		United Kingdom	/m/04dr09w
St Peter's Lemon and Ginger Spiced Ale	/m/04dqlpm			4.7					St Peter's		United Kingdom	/m/04dqyvc
Bockor Bellegems Bruin	/m/04dqdyq			5.5					Bockor		Belgium	/m/04dr35m
Moulins d'Ascq Ambrée	/m/04dqccv			6.6					Moulins d'Ascq		France	/m/04dr1k3
Augustiner Maximator	/m/04dqdx5			7.5					Augustiner Bräu		Germany	/m/04dq_yh
Upper Canada Lager	/m/04dqg1c			5.0					Upper Canada Brewing Company		Canada	/m/04dr157
Wellpark (Interbrew) Tennents Lager	/m/04dqhs_			4.0					Wellpark (Interbrew)		United Kingdom	/m/04dqyxm
Badger Brewery Golden Glory	/m/04dqt3f			4.5					Badger Brewery		United Kingdom	/m/04dqz43
Pivzavod Abovian Erebuni Beer	/m/04dqcft			6.4					Pivzavod Abovian		Armenia	/m/04dr3fn
Scottish Courage McEwan's 80/-	/m/04dqwv8			4.5					Scottish Courage		United Kingdom	/m/04dqymh
Wiibroe Imperial Stout	/m/04dq9hg			8.2					Wiibroe		Denmark	/m/04dr4sf
Butterknowle Brewery Conciliation	/m/04dqlxd			4.3					Butterknowle Brewery		United Kingdom	/m/04dq_w_
Vølen (Bierbrouwerij Volendam VOF 't Vølen) Zeebonck	/m/04dqk9f			6.5					Vølen (Bierbrouwerij Volendam VOF 't Vølen)		Netherlands	/m/04dr6qv
De Proefbrouwerij Sterre Aalter Vooruit	/m/04dqjz1			6.5					De Proefbrouwerij		Belgium	/m/04dr1l_
San Miguel (Philippines) Cervesa Negra	/m/04dqqrz			5.0					San Miguel (Philippines)		Philippines	/m/04dr6k2
Lauterbacher Bayrischer Hiasl (Weizen)	/m/04dqvvk			5.5					Lauterbacher		Germany	/m/04dr2q7
De Smedt Florival Winter/Hiver	/m/04dqmps			9.0					De Smedt		Belgium	/m/04dr3sd
St Martinus Rabenhaupt Witbier	/m/04dqwwt			5.0					St Martinus		Netherlands	/m/04dr5qq
Legless Brewing Co Chopper Heavy	/m/04dqvr1			6.0					Legless Brewing Co		Australia	/m/04dqylw
Pivovar Pardubice Pardubicky Porter	/m/04dqlk0			8.0							Czech Republic	/m/04dr3j0
Brains Dark	/m/04dql37			3.5					Brains Brewery		United Kingdom	/m/04dr6m2
Brakspear Ted & Ben's Organic Beer	/m/04dqfdt			4.6					Brakspear		United Kingdom	/m/04dr16h
Landtsheer Malheur Dark Brut Reserve 2003	/m/04dqk3j			12.0					Landtsheer		Belgium	/m/04dr50f
Salopian Brewing Company Gooseberry Fool	/m/04dqjn9			4.5					Salopian Brewing Company		United Kingdom	/m/04dqz4m
Orkney Raven Ale	/m/04dqpqq			3.8					Orkney		United Kingdom	/m/04dr33c
Salopian Brewing Company Entire Butt	/m/04dqw4d			4.8					Salopian Brewing Company		United Kingdom	/m/04dr18h
Antares Barley Wine	/m/04sw_gm	Barley wine		10.0					Cervecería Antares		Argentina	
Schneider Weisse Original	/m/04dqt9b			5.4					G. Schneider & Sohn		Germany	/m/04dr6mq
Blue Star	/m/03xf5l0								North Coast Brewing Company			
Utenos	/m/04dqwtv			5.0					Utenos		Lithuania	/m/04dqzw_
Shepherd Neame Whitstable Bay Organic Ale	/m/04dqp6z			4.5					Shepherd Neame		United Kingdom	/m/04dqzt7
MB	/m/04dqfyf			4.0					MB		Serbia	/m/04dr76g
Riva Vondel	/m/04dqv8v			8.5					Riva		Belgium	/m/04dq_h3
de Smedt Affligem Speciale Op-Ale	/m/04dqsh9			5.0					de Smedt		Belgium	/m/04dr5yb
High Falls Brewing Co. JW Dundee's Original Honey Brown	/m/04dqfc8			4.5					High Falls Brewing Company		United States of America	/m/04dr1xm
Pivzavod AO Vena Nevskoye Light	/m/04dqrhl			4.6					Pivzavod AO Vena		Russia	/m/04dqym7
Arkells Swindon Pride	/m/04dqtvv			4.0					Arkell's Brewery		United Kingdom	/m/04dqz13
Anon (Tesco) Finest Wheat Beer	/m/04dql4s			5.0					Anon (Tesco)		France	/m/04dr59v
Central de Cervejas Imperial	/m/04dqpp5			5.1					Central de Cervejas		Portugal	/m/04dqy9h
Ridgeway Oxfordshire Blue	/m/04dqkq_			5.0					Ridgeway		United Kingdom	/m/04dqz_w
Zywiec Krakus	/m/04dqrd2			5.4					Żywiec Brewery		Poland	/m/04dr5mq
Coors Light	/m/09ry4fb		1978				9.0		Coors Brewing Company		Colorado	
KEO	/m/08sj9d	Pilsener	1951	4.5								
Budweiser	/m/02hv39k	Classic American Pilsner							Anheuser-Busch			
Smithwick's	/m/02hv3cg	Irish red ale		5.0					Dundalk Brewery			
West County Blueberry-Apple Wine	/m/0g4nfph	Fruit Cider										
Black Metal	/m/0ghsv2g	Imperial stout		10.4	1.108	1.03	60.0		Jester King			/m/0ghsv46
Chang Export Beer	/m/0j6mf48								Thai Beverages			
Tooheys Old	/m/07qzs6		1869	4.4					Tooheys		Australia	
Flag Spéciale	/m/0bgcf35											
Odd Side Simcoe Sensation Session IPA	/m/0n4y4s8								Odd Side Ales			
Traffic Jam Grand Theft Pilsner	/m/0n1xtfv	Pilsener		5.9					Traffic Jam and Snug			
Kuhnhenn American IPA	/m/0n4y3pm								Kuhnhenn Brewing Company			
New Holland Hopivore Michigan Wet-Hopped Harvest Ale	/m/0n1pygh								New Holland Brewing Company			
Celtic Red Ale	/m/0gfs8km								Bridge Road Brewers			
New Holland Wonky Eye	/m/0n1v6cz								New Holland Brewing Company			
Kuhnhenn Heather Ale	/m/0n4y3zx								Kuhnhenn Brewing Company			
New Holland Sassy Stout	/m/0n1v6xl								New Holland Brewing Company			
Founder's Backwoods Bastard	/m/0lywmq2	Scotch ale		10.2			50.0		Founders Brewing Company			
Harviestoun Trumpet Ale	/m/04dqlnr			3.9					Harviestoun Brewery		United Kingdom	/m/04dr1pw
Young's Special	/m/04dqnhk			4.3					Young's Brewery		United Kingdom	/m/04dqynr
La Zaragozana Ambar 1900 Pale Ale	/m/04dqbc7			4.8					La Zaragozana		Spain	/m/04dr1m_
Cervejaria Kaiser Bavaria Premium	/m/04dqfq6			4.8					Cervejaria Kaiser		Brazil	/m/04dr3zn
Samuel Smith's Old Brewery Bitter	/m/04dqmgb			3.8					Samuel Smith Brewery		United Kingdom	/m/04dq_l3
Sterkens St. Sebastiaan Grand Cru	/m/04dqs4c			7.6					Sterkens		Belgium	/m/04dqyp3
Wychwood Santa Claus	/m/04dqhrg			6.0					Wychwood Brewery		United Kingdom	/m/04dr2vm
Hahn Premium	/m/04dqczn			5.0					Hahn Brewery		Australia	/m/04dr3ld
Hop Back Summer Lightning	/m/04dqbds			5.0					Hop Back Brewery		United Kingdom	/m/04dr5wb
Lindemans Pecheresse	/m/04dqgkb			2.5					Lindemans Brewery		Belgium	/m/04dr3_0
Banks's Fine Fettle	/m/04dqqx_			4.8					Banks's		United Kingdom	/m/04dr10h
Mittenwald Jager Dunkel	/m/04dqjww			4.2					Mittenwald		Germany	/m/04dqxth
De Regenboog Wostyntje	/m/04dq974			7.0					Regenboog Brewery		Belgium	/m/04dr1br
Berliner Schultheiss Brauerei Lager Schwarz	/m/04dqlm6			5.9					Berliner Schultheiss Brauerei		Germany	/m/04dr2zm
Dortmunder Union Export	/m/04dqrr0			5.3					Dortmunder Union		Germany	/m/04dqyy_
Carib Stag	/m/04dqsv7			5.5					Carib		Trinidad and Tobago	/m/04dr1dc
Prilepska Pivarnica A.D. Zlaten Dab	/m/04d2v57											
Brouwerij 't IJ Columbus	/m/04dqtpc			9.0					Brouwerij 't IJ		Netherlands	/m/04dr3l0
Boelens Heerenbier	/m/04dqc1b			8.5					Boelens		Belgium	/m/04dqzmh
Ringwood XXXX Porter	/m/04dqkpg			4.7					Ringwood Brewery		United Kingdom	/m/04dr6qq
Augustiner Vollbier	/m/04dqsws			5.2					Augustiner Bräu		Germany	/m/04dq_1_
Mordue India Pale Ale	/m/04dq98p			5.1					Mordue		United Kingdom	/m/04dr2yc
Trader Joe's Bohemian Lager	/m/04dqfrr			5.0					Trader Joe's		United States of America	/m/04dq_7w
Troch Chapeau Banana Lambic	/m/04dqrvj			3.5					Troch		Belgium	/m/04dq_0h
Butts Brewery Le Butts	/m/04dqnd1			5.0					Butts Brewery		United Kingdom	/m/04dr66z
Aldaris Kviesu Weissbier	/m/04dqwnc			4.8					Aldaris		Latvia	/m/04dr2rh
Carlsberg-Tetley Tetley's Festival Rugby Ale	/m/04dqvt7			4.4					Carlsberg		United Kingdom	/m/04dq_2h
Morrells Graduate Strong Ale	/m/04dqq60			5.2					Morrells		United Kingdom	/m/04dq_g_
Huari	/m/059021j								Cerveceria Nacional			
Bootlegger's Brown Ale	/m/063hm18	Brown ale							Half Moon Bay Brewing Company			
Dark Star Sussex Extra Stout	/m/0dl8hl5			4.5					Dark Star			
Dark Star Mild for May	/m/0dl8hjs			3.6					Dark Star			
Jennings JJ No. 1	/m/04dqqn7			4.3					Jennings		United Kingdom	/m/04dqykh
Fallen Angel Fire in the Hole	/m/04dqrhc			3.4					Fallen Angel		United Kingdom	/m/04dr277
Freeminer Brewery Speculation Ale	/m/04dqs63			4.7					The Freeminer Brewery		United Kingdom	/m/04dqz0m
Peroni Nastro Azzurro	/m/04dqt8x			5.2					Peroni		Italy	/m/04dr53k
Van Honsebrouck St Louis Gueuze	/m/04dqtr3			4.5					Van Honsebrouck		Belgium	/m/04dr29_,/m/04dqz8w
Lammin Sahti Puhti	/m/04dqtvm			7.0					Lammin Sahti		Finland	/m/04dr3sn
Wychwood Whirlygig Ale	/m/04dqv15			4.5					Wychwood Brewery		United Kingdom	/m/04dr556
Melbourn Bros. Cherry	/m/04dqv2q			3.4					Melbourn Bros.		United Kingdom	/m/04dqz57
Salopian Brewing Company Goodalls Gold V.S.O.P.	/m/04dqv8m			4.8					Salopian Brewing Company		United Kingdom	/m/04dqyf3
Demarche Ciney Brune	/m/04dqjfr			7.0					Demarche		Belgium	/m/04dr153
Lion Nathan Speights	/m/04dqvvb			4.0					Lion Nathan		New Zealand	/m/04dr521,/m/04dr478
Hemp Beer Co. Greenleaf Hemp Lager	/m/04dqjct			5.0					Hemp Beer Co.		United Kingdom	/m/04dqxrr
Daleside Brewery Ripon Jewel	/m/04dqw3z			5.8					Daleside Brewery		United Kingdom	/m/04dqxqw
Het Anker Gouden Carolus Christmas	/m/04dqjb8			10.5					Het Anker		Belgium	/m/04dr3w4
Ruddles Bob's Gold	/m/04dqwtm			4.7					Ruddles Brewery		United Kingdom	/m/04dr712
Okells Spring Ram	/m/04dqj95			4.2					Okells		United Kingdom	/m/04dqzxm
Clarysse Felix Speciaal Oudenaards Oud Bruin	/m/04dqhxq			4.8					Clarysse		Belgium	/m/04dr6zg
De Proefbrouwerij Klooster van Viven bruin	/m/04dqhw5			6.0					De Proefbrouwerij		Belgium	/m/04dqyzw
Paulaner Original Münchner Premium Lager	/m/04dqgql			4.9					Paulaner		Germany	/m/04dqy6m
Hair of the Dog Adam	/m/04dqg59			10.0					Hair of the Dog Brewing		United States of America	/m/04dqz0c
Duyck Jenlain	/m/04dqg0y			6.5					Duyck		France	/m/04dr343
Heavyweight Brewing Co. Two Druids' Gruit Ale	/m/04dqf5l			6.7					Heavyweight Brewing Co.		United States of America	/m/04dr6qz
Whitbread Pale Ale	/m/04dqdyh			3.4					Whitbread		United Kingdom	/m/04dqxhh
Meantime Sainsbury's Taste the Difference Bavarian Style Wheat Beer	/m/04dqd5w			5.0					Meantime Brewing		United Kingdom	/m/04dqxjw
Ivan Taranov Doctor Diesel	/m/04dqccm			6.8					Ivan Taranov		Russia	/m/04dr4fx
Bosteels DeuS	/m/04dqc32			11.5					Brewery Bosteels		Belgium	/m/04dqz0_
Asia Pacific Tiger	/m/04dq99_			5.0					Asia Pacific		United Kingdom	/m/04dqy4c
Ochakovo Premium Rubin	/m/04dqkvq			4.1					Ochakovo		Russia	/m/04dr1bh
Scottish & Newcastle Gordon Highland Scotch Ale	/m/04dqlwz			8.6					Scottish & Newcastle		United Kingdom	/m/04dr6t2
Belvoir Melton Red	/m/04dqmml			4.3					Belvoir		United Kingdom	/m/04dr34m
Whitstable Brewery Oyster Stout	/m/04dqnp7			4.5					Whitstable Brewery		United Kingdom	/m/04dr103
Starobrno Červený drak (Red Dragon)	/m/04dqnqs			6.0					Starobrno		Czech Republic	/m/04dq_b_
Bavik-De Brabandere Petrus Aged Pale Grand Reserve	/m/04dqpnj			7.3					Bavik-De Brabandere		Belgium	/m/04dr515
Otter Creek Wolaver's Oatmeal Stout	/m/04dqpqh			5.9					Otter Creek Brewing		United States of America	/m/04dr28w
Nursery Brewing Old Mother Hubbard	/m/04dqgm2			5.2					Nursery Brewing		United Kingdom	/m/04dr3vj
Wem Brewing Company Scorpio Porter	/m/0dlfhp0	Porter							Wem Brewing Company			
RSX	/m/0cttpsl			3.9					Red Squirrel Brewery			
Wem Brewing Company Nutcracker Ale	/m/0dlfhnn								Wem Brewing Company			
Fort Street Lincoln Lager	/m/0n4y2qj								Fort Street Brewery			
Royal Oak King Helles Double Lager	/m/0n1vlq0								The Royal Oak Brewery			
Cranker's Bulldog Red Irish Ale	/m/0n4x_qx								Cranker's Brewery			
Kuhnhenn Cherry Panty Dropper	/m/0n4y3n9								Kuhnhenn Brewing Company			
Kuhnhenn Ali Hallows Ale	/m/0n4y3t5								Kuhnhenn Brewing Company			
Rogue Voodoo Bacon Maple Ale	/m/0n1xk1h								Rogue Ales			
New Holland Beerhive Honey Ginger Tripel Ale	/m/0n1v3lk	Ale,Tripel		9.0	20.0				New Holland Brewing Company			/m/0n1v4db,/m/0n1v4d4,/m/0n1v4c_
Mount Pleasant River Bend Bock	/m/0n4y4gm								Mount Pleasant Brewing Co			
Olde Peninsula Haymarket Cream Ale	/m/0n1xrd6			4.25					Olde Peninsula Brewpub			
Atwater Michigan Amber Lager	/m/0lywwdz								Atwater Brewery			
Atwater Traverse City Cherry Wheat	/m/0lywwl8								Atwater Brewery			
Cutters Lost River Summer Ale	/m/0n4y00k								Cutters Brewing Co			
Royal Oak Stoke City Brown Ale	/m/0n1vlp8								The Royal Oak Brewery			
Kuhnhenn Winter Wonder Lager	/m/0n4y3ty								Kuhnhenn Brewing Company			
Rogue Mom Hefeweizen	/m/0n1xk3n								Rogue Ales			
Tennent Caledonian Younger of Alloa Sweetheart Stout	/m/04dqhjp			2.0					Tennent Caledonian		United Kingdom	/m/04dr5mg
Tipple's Brewery Redhead	/m/04dqbzh			4.2					Tipple's Brewery		United Kingdom	/m/04dr2kh
Tegernseer Special	/m/04dqr9x			5.6					Tegernseer		Germany	/m/04dr46j
Brouwerij 't IJ IJwit	/m/04dqdkg			7.0					Brouwerij 't IJ		Netherlands	/m/04dqx9h
Ingelmunster Kasteel Bier Donker	/m/04dqbp2			11.0					Ingelmunster		Belgium	/m/04dr1tc
Hopf Dunkel Weisse	/m/04dqb6w			5.0					Hopf		Germany	/m/04dr16w
Van Steenberge Gentse Tripel	/m/04dqtnh			8.0					Van Steenberge		Belgium	/m/04dq_xm
Grimbergen Dubbel	/m/04dqknl			6.5					Grimbergen		Belgium	/m/04dr05h
Warcop Forgers	/m/04dq9wh			4.8					Warcop		United Kingdom	/m/04dqz1_
Cotswold Spring Brewery Ltd Codrington Codger	/m/04dq9tj			4.2					Cotswold Spring Brewery Ltd		United Kingdom	/m/04dr1zm
Banks and Taylor's Dragonslayer	/m/04dqcrw			5.0					Banks and Taylor's		United Kingdom	/m/04dr4zp
Landskron Extra-Hell	/m/04dqwfl			3.5					Landskron		Germany	/m/04dr3nj
Saint Arnold Christmas Ale	/m/04dqf_d			7.0					Saint Arnold Brewing Company		United States of America	/m/04dr0gc
de Smedt Postel Tripel	/m/04dqrs3			8.5					de Smedt		Belgium	/m/04dqxtm
Vratislavice	/m/04dqq73			5.0					Vratislavice Pivovar		Czech Republic	/m/04dr5fg
Darwin Brewery Cauldron Snout	/m/04dqln9			5.6					Darwin Brewery		United Kingdom	/m/04dqxc3
Henry Weinhard's Porter	/m/04dqwb2			5.0					Henry Weinhard's		United States of America	/m/04dq_vh
De Gayant Bière du démon	/m/04dq99s			12.0					De Gayant		France	/m/04dr1_7
De Gayant La Goudale	/m/04dqrwm			7.2					De Gayant		France	/m/04dr59b
Berliner Schultheiss Brauerei Original Berliner Weisse Schankbier	/m/04dq987			3.3					Berliner Schultheiss Brauerei		Germany	/m/04dq_c_
Weltenburger Kloster Asam-Bock	/m/04dq93w			7.2					Weltenburger Kloster		Germany	/m/04dqy1m
Guangzhou Zhu Jiang Brewery Co.Ltd. Zhu Jiang Beer	/m/04dqjxz			5.3					Guangzhou Zhu Jiang Brewery Co.Ltd.		China	/m/04dqys7
Hambleton Thoroughbred	/m/04dqvpz			5.0					Hambleton Ales		United Kingdom	/m/04dr1qh
Han Red Ginseng Beer	/m/04dqx8v			5.0					Han Red		United Kingdom	/m/04dr68b
Atlantic Blue Organic Dark Ale	/m/04dqfr9			4.8					Atlantic Brewery		United Kingdom	/m/04dqz_h
Meyer E.S.B.	/m/063hm84	Extra Special/Strong Bitter							Thirsty Bear Brewing Company			
Heineken Premium Light	/m/02qyxkn											
Colorado Appia	/m/0djxh30	Weiss										
Maldon Gold	/m/0djv0rm								Mighty Oak Brewery			
Cairngorm Trade Winds	/m/0dl78rc											
Dark Star Saison	/m/0dl8hkm			4.5					Dark Star			
Alaskan Amber	/m/02hypr9	Amber ale		5.0	1.054		18.0		Alaskan Brewing Company	22	United States of America	
Guinness	/m/0f2nzn	Stout	1759	4.1					Guinness		Dublin	
Leek Brewery Staffordshire Gold	/m/04dqvj1			4.2					Leek Brewery		United Kingdom	/m/04dr5jg
Young's Oregon Amber	/m/04dqfqf			4.0					Young's Brewery		United Kingdom	/m/04dq_rw
Southern Bay Brewing Co Bearings Draught	/m/04dqv3t			4.9					Southern Bay Brewing Co		Australia	/m/04dr682
Hoggleys Solstice Stout	/m/04dqlmf			5.0					Hoggleys		United Kingdom	/m/04dqxbh
Avery Brewing Co. Old Jubilation Ale	/m/04dqv28			8.0					Avery Brewing Co.		United States of America	/m/04dr0qm
Castlemaine XXXX Gold	/m/04dqs2v			3.3					Castlemaine		Australia	/m/04dr3n8
Thwaites Double Century	/m/04dqttr			5.2					Thwaites Brewery		United Kingdom	/m/04dqz6r
Spaten Franziskaner Hefe-Weissbier	/m/04dqgn5			5.0					Spaten Brewery		Germany	/m/04dqzxh
